source,target,producer_overlap,same_branch,historical_share_corr,lag1_directed_corr,combined_strength,combined_signed
26257,26183,0.0,1.0,-0.7361695447424926,-0.21378401929070778,0.4208508634227478,-0.06904754738541317
26183,26257,0.0,1.0,-0.7361695447424926,-0.2978917019260388,0.4208508634227478,-0.06680100762276493
16210,16186,0.0,1.0,0.718364679730109,0.22904553096238628,0.4155094039190327,0.0780499347170514
16186,16210,0.0,1.0,0.718364679730109,0.09971222904873668,0.4155094039190327,0.09064249668018594
26183,7585,0.0,1.0,0.6986343654563938,0.2609314058181527,0.4095903096369181,0.06501363731023653
7585,26183,0.0,1.0,0.6986343654563938,-0.7490852486309953,0.4095903096369181,0.061286582096048765
16186,16241,0.3162277660168379,1.0,-0.16243563372828282,0.013920117495911724,0.4068445731269038,-0.08875228218948583
16241,16186,0.3162277660168379,1.0,-0.16243563372828282,0.11507821858367735,0.4068445731269038,-0.08105755361587608
7579,26218,0.0,1.0,0.6799007290461335,-0.5243961646386627,0.4039702187138401,0.10126585521392593
26218,7579,0.0,1.0,0.6799007290461335,0.288752127365382,0.4039702187138401,0.06701385823574554
26218,26304,0.0,1.0,0.6769386818871671,0.3993894329773821,0.40308160456615016,0.0668664477095212
26304,26218,0.0,1.0,0.6769386818871671,-0.38575869699833965,0.40308160456615016,0.08136800268808808
26233,7587,0.06947882806188806,1.0,-0.5413049940205407,0.03088422483373373,0.3971309122371062,-0.07112101491884017
7587,26233,0.06947882806188806,1.0,-0.5413049940205407,-0.01660092219840733,0.3971309122371062,-0.09327645928469579
7583А,26183,0.0,1.0,0.6534660212836536,-0.2879870185339621,0.39603980638509606,0.07510088517330334
26183,7583А,0.0,1.0,0.6534660212836536,-0.18383784118460061,0.39603980638509606,0.0628627868553855
15150,26256,0.0,1.0,0.6511702324664339,0.39271569840842674,0.39535106973993017,0.06635165354262222
26256,15150,0.0,1.0,0.6511702324664339,-0.07856096781977567,0.39535106973993017,0.056969424455404184
7586,16241,0.0,1.0,0.6427313689160636,0.4137644249815053,0.39281941067481907,0.08496382639651985
16241,7586,0.0,1.0,0.6427313689160636,0.1584962943740031,0.39281941067481907,0.07826325468079694
7579,26304,0.0,1.0,0.6330955891147454,0.4061927375752839,0.38992867673442366,0.09774597010557567
26304,7579,0.0,1.0,0.6330955891147454,-0.07350615974014449,0.38992867673442366,0.07871288904597566
26310,26256,0.07294416987269951,1.0,0.5028081494049663,0.4346673630645048,0.38731452975783964,0.060032759354319086
26256,26310,0.07294416987269951,1.0,0.5028081494049663,-0.7181881376439789,0.38731452975783964,0.05581137255562378
26249,26214,0.0,1.0,-0.6201953716726343,0.10491277365423199,0.3860586115017903,-0.09001094377865906
26214,26249,0.0,1.0,-0.6201953716726343,-0.23795483144219465,0.3860586115017903,-0.09203857818818088
7585,16241,0.0,1.0,-0.6031731405759505,-0.651710920790163,0.38095194217278516,-0.057001452254370505
16241,7585,0.0,1.0,-0.6031731405759505,0.37073256151890976,0.38095194217278516,-0.07589884323739228
26257,7516Д,0.2116086622426018,0.0,0.9086369143359736,0.44629299671601513,0.37839540542209293,0.062082027048283736
7516Д,26257,0.2116086622426018,0.0,0.9086369143359736,0.2895012289066545,0.37839540542209293,0.07664540821533802
16241,16181,0.44985724569242663,0.0,0.5066351264233958,0.2884840390870572,0.37691916077323206,0.07509537327341315
16181,16241,0.44985724569242663,0.0,0.5066351264233958,-0.06599154940423678,0.37691916077323206,0.07643233243283415
26310,15150,0.0,1.0,0.5739536110252206,0.04204925389736369,0.3721860833075662,0.05768788893150845
